,lines,character,episode,season
67,"(smitten) Audrey? My god, you look incredible! I can't believe it!",GEORGE,26,3
68,(interrupting) Elaine. Shut up.,GEORGE,26,3
0,Won't the landlord know I'm not the daughter?,ELAINE,26,3
1,Are you coming with me?,ELAINE,26,3
2,He believes it possesses some extraordinary power over women.,ELAINE,26,3
3,Kramer!,ELAINE,26,3
4,How could you say something like that?!,ELAINE,26,3
5,"No no, there's nothing wrong with her nose! I'm so sorry, Audrey.",ELAINE,26,3
6,What did you have to say that for?,ELAINE,26,3
7,"Yeah? Well, you can kiss that jacket goodbye, Mr. Von Nozzin.",ELAINE,26,3
8,"(barging in) Aw, now you talked her into getting a nose job?",ELAINE,26,3
9,You encouraged her to get one.,ELAINE,26,3
10,Peter Jennings had one?,ELAINE,26,3
11,"Well, I think you should accept her for who she is.",ELAINE,26,3
12,I think it's a mistake.,ELAINE,26,3
13,How do you even know the jacket is there?,ELAINE,26,3
14,Are you sure you want us here for this?,ELAINE,26,3
15,It looks good.,ELAINE,26,3
16,How ya feeling?,ELAINE,26,3
17,Can I get you anything?,ELAINE,26,3
18,You sure? Anything?,ELAINE,26,3
19,"No, it didn't. No, it didn't.",ELAINE,26,3
20,Seems to be.,ELAINE,26,3
21,"Shut up, George.",ELAINE,26,3
22,Yeah.,ELAINE,26,3
23,You know the only reason I'm doing this is because you took Audrey to the hospital.,ELAINE,26,3
24,Yeah.,ELAINE,26,3
25,What do I need this for?,ELAINE,26,3
26,We're engaged?,ELAINE,26,3
27,"Kramer, this is too big.",ELAINE,26,3
28,"Oh, uh, hi. I'm Wanda Pepper, I'm Albert Pepper's daughter. My father asked me to come here and pick up his jacket for him.",ELAINE,26,3
29,I heard him contend that.,ELAINE,26,3
30,"Oh, it was a frame-up.",ELAINE,26,3
31,"Oh, well, we're all proud of the work I'm doing.",ELAINE,26,3
32,How kind of you.,ELAINE,26,3
33,Daddy certainly does have an extensive wardrobe.,ELAINE,26,3
34,"My father, really? I had no idea.",ELAINE,26,3
35,I found it!,ELAINE,26,3
36,"Yeah, and I yelled out, Kramer! Kramer, you're killing him!""",ELAINE,26,3
37,"Yeah, pretty much.",ELAINE,26,3
38,Hi!,ELAINE,26,3
39,"So, will I see you later tonight?",ELAINE,26,3
40,(after they leave) Isn't she beautiful? Her nose is in such perfect proportion with the rest of her face. She's breathtaking! Who would have though she's like--,ELAINE,26,3
0,"So my mother's going out with this guy who leaves a jacket in her house so, you know, she gives it to me. Well, two years later he shows up and he takes it back. And now he's in prison. He got arrested for mail fraud. So Elaine, all you have to do is go over to the apartment, tell the landlord that you're his daughter and you want to bring him the jacket in prison.",KRAMER,26,3
1,"No no, he's never met her. She's in California.",KRAMER,26,3
2,"Oh, yeah yeah, I have to. I'm your fiancé, Peter Von Nostrand.",KRAMER,26,3
3,"Oh, I got stamped at the reggae lounge last night. Yeah, I'm going back there tonight, you know, I'm not gonna pay another cover charge.",KRAMER,26,3
4,"Yeah, I washed, just not the hand. You wouldn't believe the women at this club. Ohh, man.",KRAMER,26,3
5,"Well, you're as pretty as any of them, you just need a nose job.",KRAMER,26,3
6,What? What?,KRAMER,26,3
7,What? What do you mean? I just said she needs a nose job.,KRAMER,26,3
8,"Well, I was just trying to help out.",KRAMER,26,3
9,You see what happens when you try to be nice?,KRAMER,26,3
10,(taking the paper and tearing it to pieces) I'm proud of you.,KRAMER,26,3
11,"Well I don't, I'm guessing.",KRAMER,26,3
12,You got butchered.,KRAMER,26,3
13,(to a fleeing Audrey) Where are you going?,KRAMER,26,3
14,"Wait, wait, wait, I'll go with you.",KRAMER,26,3
15,"I don't have it, I threw it out.",KRAMER,26,3
16,"I told you, I threw it out.",KRAMER,26,3
17,"You told me not to give it to you, you made me promise.",KRAMER,26,3
18,"You said, no matter what you do or say, I'm not to give you the number.",KRAMER,26,3
19,"No, you told me not to!",KRAMER,26,3
20,"Alright! (flinging pieces of torn paper to the ground) Yeah! Yeah! Yeah! (Jerry falls to the floor and starts arranging pieces) Look at you! Look at what you've sunk to! Look at what you've become! Look in the mirror, cause you need help, Jerry. You need help, because I can't stand by and do it anymore. It's turning my stomach! I can't stand around here watching you destroy yourself. It's eating me up inside!",KRAMER,26,3
21,"(filling a pipe) Yeah, yeah, ok, now uh, you're clear, you got everything?",KRAMER,26,3
22,Wait wait wait wait wait. (putting a ring on Elaine's finger) Here.,KRAMER,26,3
23,Because we're engaged.,KRAMER,26,3
24,Um hm.,KRAMER,26,3
25,(lighting his pipe) It's my mom's.,KRAMER,26,3
26,"Yes, yes I am.",KRAMER,26,3
27,"Uh, yes. Well, it's, uh, very intriguing.",KRAMER,26,3
28,My contention?,KRAMER,26,3
29,"Yes, that's my contention.",KRAMER,26,3
30,She does fine work.,KRAMER,26,3
31,You don't say?,KRAMER,26,3
32,So I grabbed the guy by the collar.,KRAMER,26,3
33,"(rising and putting his arm around Audrey's shoulder) Well, I'll check you guys out later. (To Audrey) Ready?",KRAMER,26,3
34,Neither did I. We're off to the Reggae Lounge.,KRAMER,26,3
0,How did you get fleas?,JERRY,27,3
1,Maybe you can get yourself a little bowtie flea collar.,JERRY,27,3
2,"I'd go, but Long Island, it's so far out, it smacks of desperation.  The whole party, everyone's gonna be saying to me, ""You came all the way out from Manhattan for this?""",JERRY,27,3
3,Who?,JERRY,27,3
4,Nah.,JERRY,27,3
5,"Oh, well, now you're talking.",JERRY,27,3
6,"What does that mean, good dip?",JERRY,27,3
7,"There's girls everywhere.  I go out of my apartment, there's girls in the elevator.  They're in cafeterias, subways, so what?",JERRY,27,3
8,Got it.,JERRY,27,3
9,I got isobutane-20.,JERRY,27,3
10,You got  sorbitant sesquioliate?,JERRY,27,3
11,I have aloe!,JERRY,27,3
12,Where do they make yours?,JERRY,27,3
13,White Plains.,JERRY,27,3
14,"Girls.  There's girls right here in the store.  Look, look, there's one over there.  Look, there's another one.  Soon as I walk outside there'll be girls out there.  What's the matter?",JERRY,27,3
15,"Are you sure?  Oh boy, here we go.",JERRY,27,3
16,"No, let's survey first.  Camp here.",JERRY,27,3
17,"What could possess anyone to throw a party?  I mean, to have a bunch of strangers treat your house like a hotel room.",JERRY,27,3
18,"Yeah, this has got disaster written all over it.",JERRY,27,3
19,"Now listen, let's keep an eye on each other tonight.  In case one of us gets in a bad conversation, we should have a signal that you're in trouble so the other one can get us out of it.",JERRY,27,3
20,"Thirty-six.  What's the signal?  Howbout this?  Chicken wing?  No, no, no, I got a better one.  Head patting.",JERRY,27,3
21,"Yeah, yeah I did.",JERRY,27,3
22,(Patting his head:  I'm a comedian.,JERRY,27,3
23,(still Patting)  I hear a voice.,JERRY,27,3
24,"A man's voice, but he speaks in German so I have to get a translator.",JERRY,27,3
25,It's a nervous tic.  I'm on L-Dopa.,JERRY,27,3
26,"Great, how about you?",JERRY,27,3
27,How do you account for this?,JERRY,27,3
28,"Well, she obviously liked you all along.",JERRY,27,3
29,"Anyway, I'm ready to go.",JERRY,27,3
30,"If not now, when?",JERRY,27,3
31,"Okay, half-hour.",JERRY,27,3
32,(interrupting)  Can I talk to you for a second?,JERRY,27,3
33,"Hey, I was dying over there.",JERRY,27,3
34,Right.,JERRY,27,3
35,You ready?,JERRY,27,3
36,I do favors.,JERRY,27,3
37,What?,JERRY,27,3
38,Wow.,JERRY,27,3
39,Go!  What could you do?,JERRY,27,3
40,We'll get a ride.,JERRY,27,3
41,"We'll be fine, what did she say?",JERRY,27,3
42,What?  She said that?,JERRY,27,3
43,Get out of here.,JERRY,27,3
44,What did you say?,JERRY,27,3
45,What did you say?,JERRY,27,3
46,What?,JERRY,27,3
47,I long for you?,JERRY,27,3
48,"It's okay, that's not bad.",JERRY,27,3
49,Really?,JERRY,27,3
50,"Oh, come on.",JERRY,27,3
51,"George, you're thinking too much.",JERRY,27,3
52,(walking up)  Pendant?  Those bastards.,JERRY,27,3
53,"Listen, George is going home with this Ava from his office",JERRY,27,3
54,"Uh, no, he's taking the car.",JERRY,27,3
55,I don't know.,JERRY,27,3
56,Maybe Kramer can come pick us up.,JERRY,27,3
57,"There's nothing I could do, it's part of the code.",JERRY,27,3
58,"Yeah, yeah, alright.",JERRY,27,3
59,Just don't make a scene.,JERRY,27,3
60,Oh boy.,JERRY,27,3
61,Here we go.,JERRY,27,3
62,You're beautiful.,JERRY,27,3
63,"Alright. (Approaches host)  Excuse me, this is your party, right?",JERRY,27,3
64,Can I use your phone?,JERRY,27,3
65,A bigger bill?,JERRY,27,3
66,"Krame?  Sein.  What are you doing?  Well, I'm stuck out here on Long Island.  What are your thoughts about taking a ride?  You sure?  Okay, but don't leave me hanging here.  Okay, great.  Let me give you directions.",JERRY,27,3
67,I'm sure he'll be here any minute.,JERRY,27,3
68,"I called, what should I do? (To Jenny) We really appreciate this.",JERRY,27,3
69,"(noticing a coffee table book)  Oh, you got the Civil War book.  I saw some of that show, it was wonderful.",JERRY,27,3
70,Thousand.,JERRY,27,3
71,Yes.  (To Jenny)  You're sure there's nothing we can do?,JERRY,27,3
72,You know a friend of my father's used to live right around here.  Mike Wichter.  He sold plastic straws.  You know the ones?  You could bend them.,JERRY,27,3
73,"Oh, he's coming.",JERRY,27,3
74,That's him.,JERRY,27,3
75,"Thanks, great party.",JERRY,27,3
76,"Hey, it's okay.",JERRY,27,3
77,"Anyway, thanks a lot for letting us stay here, Steve, I really owe you one.",JERRY,27,3
78,"And if you're ever in the city, you know, you want to come to a comedy club, whatever.",JERRY,27,3
79,"(writing)  Here's my address and number.  And really, thanks again.",JERRY,27,3
80,"George, I've been sick all week.  Elaine was too.  Eighty miles an hour, forty degree temperature for fifty minutes.  Do the math.  Yeah, maybe I will get out.  Hey, let me just stop off at the drug store first.  Okay, meet me down there in fifteen minutes then we'll go do something.  Yeah, Selwyn's.  Okay bye.",JERRY,27,3
81,Who is it?,JERRY,27,3
82,Who?,JERRY,27,3
83,Do I know you?,JERRY,27,3
84,"I'm sorry, uh-",JERRY,27,3
85,"Oh, okay.",JERRY,27,3
86,You certainly are.  What's going on?,JERRY,27,3
87,"Listen, I'm really sorry but I'm just on my way out to meet a friend.",JERRY,27,3
88,"No, really, I just got off the phone with him.",JERRY,27,3
89,"Look, you can hang out here if you want.",JERRY,27,3
90,"No, it's-",JERRY,27,3
91,"No, of course not, just close the door when you leave.",JERRY,27,3
92,"Really, I'm sorry.  Maybe another time.",JERRY,27,3
93,"They guy's in my house right now.  What a mistake that party was, I never should have gone.",JERRY,27,3
94,"Oh, come on.",JERRY,27,3
95,I've never had a job.,JERRY,27,3
96,"That's one of Dante's nine stages of hell, isn't it?",JERRY,27,3
97,What are you gonna do?,JERRY,27,3
98,"Alright, I'm gonna get this.  This looks good.",JERRY,27,3
99,Nine sixty.,JERRY,27,3
100,Why?,JERRY,27,3
101,"What do you mean, you got it?",JERRY,27,3
102,"Since when are you treating me to medicine?  What are you doing?  You're stealing this, aren't you?",JERRY,27,3
103,You're a lunatic.,JERRY,27,3
104,What do you say to a person like you?,JERRY,27,3
105,Oh.,JERRY,27,3
106,Can I still buy this or is this evidence now?,JERRY,27,3
107,What the hell?,JERRY,27,3
108,Nice to meet you.,JERRY,27,3
109,What the hell is going on here?,JERRY,27,3
110,"Oh, Kramer huh?",JERRY,27,3
111,Patti?,JERRY,27,3
112,"Alright, how much does he owe you?",JERRY,27,3
113,(taking out his wallet and handing over bills grudgingly)  Fifty dollars.,JERRY,27,3
114,"Yeah, but--",JERRY,27,3
115,"Wait a second, I--",JERRY,27,3
116,He was a nice guy.,JERRY,27,3
117,Was there a red-headed guy there?,JERRY,27,3
118,Yeah.,JERRY,27,3
119,"Yeah, I know.  There's no call for that kind of attitude.",JERRY,27,3
120,"Oh, we all hated him.",JERRY,27,3
0,Because my cousin's imbecile dog was rolling around outside and they got in his carpet.,GEORGE,27,3
1,"That's not funny.  So, are you coming to the party?",GEORGE,27,3
2,You know Ava's gonna be there.,GEORGE,27,3
3,The nice one that works in my office.,GEORGE,27,3
4,I'll drive.,GEORGE,27,3
5,It's supposed to be a good party.,GEORGE,27,3
6,"No, there'll be girls there.",GEORGE,27,3
7,There's a hundred different things here.  What's the difference between these two?  (They each grab a box and check the ingredients)  You got propylparabin?,GEORGE,27,3
8,You got isobutane-30?,GEORGE,27,3
9,A-ha.,GEORGE,27,3
10,Got it.,GEORGE,27,3
11,You got aloe?  I love aloe.,GEORGE,27,3
12,Jersey.,GEORGE,27,3
13,"I gave her a twenty, she only gave me change for a ten.",GEORGE,27,3
14,"(to the cashier)  Excuse me, I gave you a twenty dollar bill and you only actually gave me change for a ten.",GEORGE,27,3
15,I'm positive I gave you a twenty.,GEORGE,27,3
16,You owe me ten dollars.,GEORGE,27,3
17,"Alright, let's just examine the situation for a second.  Who, in this situation, would be more likely to make a mistake?  Me, who had access to my wallet, knew exactly what was in there?  Or you--",GEORGE,27,3
18,"No, no, no, see you're not really listening.",GEORGE,27,3
19,"No problem.  There's no problem.  She just owes me ten dollars, that's all.",GEORGE,27,3
20,"Oh, so you don't believe me either?",GEORGE,27,3
21,"You haven't won.  You may think you've won, but you haven't won.  Do you know why?  It's not over.  This is not over.  I'm not forgetting what's happening here.  You have my ten dollars.  I will get it back.  Alright, don't worry.  It's not over.  I'm going now.  Good bye.  I will be back.",GEORGE,27,3
22,(waving:  Eva.,GEORGE,27,3
23,"Oh no you didn't.  Get out, when?",GEORGE,27,3
24,I don't believe it.,GEORGE,27,3
25,"Mark, is this true?",GEORGE,27,3
26,How's it going?,GEORGE,27,3
27,"I can't believe what's happening here.  She hasn't taken her hands off me all night.  She was always friendly around the office, but that was it.",GEORGE,27,3
28,"I don't know, maybe a safe fell on her head.",GEORGE,27,3
29,"No, I would have picked up on it.  I can always tell when a woman likes me, they always somehow let you know.  With me, they could torture me, I wouldn't tell them.  If anything I'd try to make them think I don't like them, then they think, ""Oh, look at this guy, he's not even looking at me, he must have something going for him.""",GEORGE,27,3
30,Now?,GEORGE,27,3
31,Gimme a half-hour.,GEORGE,27,3
32,"Listen, I have a tremendous favor to ask.",GEORGE,27,3
33,I think something's happening here.,GEORGE,27,3
34,I think she wants me to take her home.,GEORGE,27,3
35,What should I do?,GEORGE,27,3
36,What about you and Elaine?,GEORGE,27,3
37,Are you sure?,GEORGE,27,3
38,She told me she wants-- (Pauses until a woman coming down the stairs passes)  She told me she wants me to make love to her.,GEORGE,27,3
39,Yeah.,GEORGE,27,3
40,I swear.,GEORGE,27,3
41,"I, I, I can't.",GEORGE,27,3
42,"Please, it's--",GEORGE,27,3
43,I... I... I long for you.,GEORGE,27,3
44,I was so shocked I was lucky I said anything.,GEORGE,27,3
45,"I don't like when a woman says, 'Make love to me', it's intimidating. The last time a woman said that to me, I wound up apologizing to her.",GEORGE,27,3
46,"That's a lot of pressure.  Make love to me.  What am I, in the circus? What if I can't deliver?",GEORGE,27,3
47,"I can't perform under pressure.  That's why I never play anything for money, I choke.  I could choke tonight.  And she works in my office, can you imagine?  She goes around telling everyone what happened?  Maybe I should cancel, I have a very bad feeling about this.",GEORGE,27,3
48,"I know, I know, I can't stop it!",GEORGE,27,3
49,"Yeah, good night.",GEORGE,27,3
50,Could we talk about this some other time?,GEORGE,27,3
51,"Hey, I've eaten frogs, so nobody's perfect.  Anyway-",GEORGE,27,3
52,Goldfish.,GEORGE,27,3
53,That's why we're here in America.,GEORGE,27,3
54,"Yeah, me either.",GEORGE,27,3
55,What come on?  Have you ever dated a woman that worked in your office?,GEORGE,27,3
56,"You know the anxiety you feel on a date?  That's what I have every day now.  My worst nightmare's come true, every day is a date.",GEORGE,27,3
57,"Ava was one of the reasons I used to like going to work, she was a friend.  Now we sleep together and suddenly, I don't know how to talk to her. Every time I go to the bathroom I pass her desk.  I have to plan little patter. I spend half my day writing.  Then afterwards, I sit in my office and analyze how it went.  If it was a good conversation, I don't go to the bathroom for the rest of the day.  I see her laughing and talking with other people, they're all so loose and relaxed, I think, 'that used to be me.  I want to go back there again.'",GEORGE,27,3
58,"I have no choice, I'm quitting.",GEORGE,27,3
59,How much is that?,GEORGE,27,3
60,Nine sixty?  Give it to me.,GEORGE,27,3
61,"Don't worry, I got it.",GEORGE,27,3
62,I got it.,GEORGE,27,3
63,I'm not stealing it.  They owe me ten dollars.  They stole from me.,GEORGE,27,3
64,"I have to do this, it's a matter of honor.",GEORGE,27,3
65,Just walk.,GEORGE,27,3
66,What?,GEORGE,27,3
67,"Oh, I was gonna pay for this.",GEORGE,27,3
68,(nervous)  Where are you taking me?  I was gonna pay for it.,GEORGE,27,3
69,(more nervous)  What are you talking about?,GEORGE,27,3
70,(panicky)  What are you gonna do?  Are you gonna call the police?,GEORGE,27,3
71,You had Sgt. Chadway?  Me too.,GEORGE,27,3
72,"Oh, great guy.",GEORGE,27,3
73,The one with the long sideburns?,GEORGE,27,3
74,Where does he come off?,GEORGE,27,3
75,One of the guys in my cell threw a piece of gum at him.,GEORGE,27,3
0,"Well don't stand here, let's walk in, blend in, blend in.",ELAINE,27,3
1,"How did I ever let you talk me into this, I must have been out of my mind.",ELAINE,27,3
2,How old are you?,ELAINE,27,3
3,Whatever you want.,ELAINE,27,3
4,"Yeah, me too.",ELAINE,27,3
5,"Oh, excuse me.  (gets up to talk with Jerry)  What have you been doing, I've been smacking myself senseless.  People think I'm a mental patient.",ELAINE,27,3
6,This guy's going off on the peanut.  Now pay attention.,ELAINE,27,3
7,Maybe the dingo ate your baby.,ELAINE,27,3
8,The dingo ate your baby!,ELAINE,27,3
9,"Well, right now I'm reading manuscripts for Pendant Publishing.",ELAINE,27,3
10,Excuse me.,ELAINE,27,3
11,Really?  Huh.  What a world.  So we can go now?,ELAINE,27,3
12,"Well, what are we gonna do for a ride?",ELAINE,27,3
13,You don't know?,ELAINE,27,3
14,"Oh great, oh, this is great.  How could you let him take the car?",ELAINE,27,3
15,(noticing Ava in a fur)  Oh look at that.  Look at what she's wearing. You see what she's wearing?,ELAINE,27,3
16,I can't believe she's walking around in that.,ELAINE,27,3
17,"Hey, is that real fur?",ELAINE,27,3
18,You don't care that innocent defenseless animals are being tortured so that you can look good?,ELAINE,27,3
19,"Yeah, I eat fish occasionally.",ELAINE,27,3
20,Fish don't feel any pain.,ELAINE,27,3
21,"Well, they're not kept in little cages.",ELAINE,27,3
22,"Yeah, yeah I've seen goldfish.  They're not unhappy.",ELAINE,27,3
23,"Oh yeah, that's right.  Go ahead, go ahead, maybe you can run over a squirrel!",ELAINE,27,3
24,Call Kramer.,ELAINE,27,3
25,You sure you don't need any help?,ELAINE,27,3
26,Call him again.,ELAINE,27,3
27,Six hundred and twenty million people died.,ELAINE,27,3
28,"Thousand.  Six hundred and twenty thousand.  The horror, the horror. (To Jerry)  The wife keeps giving us dirty looks.  Are you sure you gave him the right directions?",ELAINE,27,3
29,"Have you noticed, people don't use straws as much as they used to for some reason.",ELAINE,27,3
30,Thanks a lot.,ELAINE,27,3
31,Then how did you find the place?,ELAINE,27,3
32,But it's cold out.,ELAINE,27,3
33,I brought you chicken soup.  (To Patti)  Is that real fur?,ELAINE,27,3
0,"Hey, how ya doing?",KRAMER,27,3
1,I'm sorry.,KRAMER,27,3
2,"I had the directions on the seat right next to me, they flew out the window.",KRAMER,27,3
3,"Well I knew the exit on the Long Island Expressway, and I thought that the address was 8713 Riviera Drive.  Uh uh, so I drove around knocking on everybody's doors that had those numbers; 8317, 7813, 3718, 1837, whoo. Finally, I hit it.  8173.",KRAMER,27,3
4,(to Elaine)  You better zip up.  I couldn't get the top on the convertible up.,KRAMER,27,3
5,"Yeah, wait till we get on the Expressway.",KRAMER,27,3
6,"The party, Long Island?",KRAMER,27,3
7,"Hey, what are you doing here?",KRAMER,27,3
8,Where's Jerry?,KRAMER,27,3
9,"Well, Jerry, he doesn't have anything.  (Sensing Steve's disappointment)  Well, but I might have something.",KRAMER,27,3
10,"So, I'm chasing these doves down the street and she's screaming at the top of her lungs, and then when the magician comes back from Europe, two of them turned brown!  Well I followed the instructions!",KRAMER,27,3
11,Not really.,KRAMER,27,3
12,(handing Steve the phone)  555-LOVE.,KRAMER,27,3
13,"No, I got a girl in the next building",KRAMER,27,3
0,Do you believe this? The car was parked right out front.,JERRY,28,3
1,"I don't know, I guess it was on. I don't know my alarm sound; I'm not tuned in to it like it's my son.",JERRY,28,3
2,They cross the wires or something.,JERRY,28,3
3,They stole my car.,JERRY,28,3
4,They did.,JERRY,28,3
5,"What should I do, should I call the police?",JERRY,28,3
6,"I'd better call the car phone company, cancel my service.",JERRY,28,3
7,"Yeah, he's probably driving it right now.",JERRY,28,3
8,Are you serious?,JERRY,28,3
9,I don't even know if I remember the number.,JERRY,28,3
10,What do I say if he picks up?,JERRY,28,3
11,Hello? Is this 555-8383?,JERRY,28,3
12,Can I ask you a question?,JERRY,28,3
13,Did you steal my car?,JERRY,28,3
14,You did?!,JERRY,28,3
15,That's my car!,JERRY,28,3
16,What are you gonna do with it?,JERRY,28,3
17,Then can I have it back?,JERRY,28,3
18,(derisively at Kramer) Gloves. (Into the phone) Hello?,JERRY,28,3
19,"Yeah, let me ask you a question. How do you cross those wires?",JERRY,28,3
20,"Sid left the keys in the car. Alright, I gotta go. Drive carefully.",JERRY,28,3
21,Sid left the keys in the car.,JERRY,28,3
22,"He's this guy in the neighborhood, parks cars on the block.",JERRY,28,3
23,He moves them from one side of the street to the other so you don't get a ticket.,JERRY,28,3
24,"Yeah, like fifty bucks a month.",JERRY,28,3
25,"The whole block, forty, fifty cars.",JERRY,28,3
26,"Hey Sid, what happened?",JERRY,28,3
27,You left the keys in the car?,JERRY,28,3
28,"Yeah, but no car. I'll have to rent one.",JERRY,28,3
29,This Wednesday?,JERRY,28,3
30,But the Wednesday two days from now is the next Wednesday.,JERRY,28,3
31,"Hello? Yeah, the defroster's the one on the bottom, just slide it all the way over. You're welcome.",JERRY,28,3
32,"Owen March, I never heard of him.",JERRY,28,3
33,"Yeah, that's true. Well it sounds like it's going pretty good.",JERRY,28,3
34,What's that?,JERRY,28,3
35,"Seinfeld. I made a reservation for a mid-size, and she's a small. I'm kidding around, of course.",JERRY,28,3
36,Sixty-six years old?,JERRY,28,3
37,"Why do people always say that? I hate everyone, why would I like him?",JERRY,28,3
38,"Well, I'll tell you, she would have to be really vibrant. So vibrant, she'd be spinning.",JERRY,28,3
39,"I don't understand, I made a reservation, do you have my reservation?",JERRY,28,3
40,But the reservation keeps the car here. That's why you have the reservation.,JERRY,28,3
41,"I don't think you do. If you did, I'd have a car. See, you know how to take the reservation, you just don't know how to *hold* the reservation and that's really the most important part of the reservation, the holding. Anybody can just take them.",JERRY,28,3
42,"Uh, here we go. The supervisor. You know what she's saying over there?",JERRY,28,3
43,"Hey Marge, you see those two people over there? They think I'm talking to you, so you pretend like you're talking to me, okay now you start talking.",JERRY,28,3
44,Now you say something else and they won't yell at me 'cause they thought I was checking with you.,JERRY,28,3
45,"Yeah, it looked as if you were in a real conversation over there.",JERRY,28,3
46,Fine.,JERRY,28,3
47,"Yeah, you better give me the insurance, because I am gonna beat the hell out of this car.",JERRY,28,3
48,"Hey, if you enjoy being with him, that's what's important.",JERRY,28,3
49,Well that's what's important.,JERRY,28,3
50,How many times you been out with him?,JERRY,28,3
51,Face to face.,JERRY,28,3
52,"If it was six I could have let you go, but seven, I'm afraid, is over the limit. Unless, of course, there was no sex.",JERRY,28,3
53,What is going on out there?,JERRY,28,3
54,So then what?,JERRY,28,3
55,That's great!,JERRY,28,3
56,You mean *a* career.,JERRY,28,3
57,"No. ""These pretzels are making me thirsty.""",JERRY,28,3
58,Oh my god.,JERRY,28,3
59,"Boy, he took it hard.",JERRY,28,3
60,"(on the phone) Hello? Yes, I need an ambulance at one twenty nine west Eighty-first Street, apartment five-A.",JERRY,28,3
61,(To Elaine) It's an ambulance. (To the operator) I don't know but he's unconscious.,JERRY,28,3
62,Kramer.,JERRY,28,3
63,Shouldn't you do something with the extremities?,JERRY,28,3
64,"You raise the feet, get blood to the head.",JERRY,28,3
65,I don't have a washcloth.,JERRY,28,3
66,You can't put a paper towel on his head.,JERRY,28,3
67,How you gonna hold it on there?,JERRY,28,3
68,Should we walk him around?,JERRY,28,3
69,"No, no that's for a drug overdose.",JERRY,28,3
70,"Hey, you know what? Maybe he's a diabetic, he might just need a cookie or something.",JERRY,28,3
71,"We'll move his teeth, it happened to my uncle, the sugar revived him.",JERRY,28,3
72,Cookies don't liquefy.,JERRY,28,3
73,What blender? I don't have a blender.,JERRY,28,3
74,I would know if I had a blender.,JERRY,28,3
75,"(on phone) Hello, yes, I called for an ambulance like thirty-five minutes ago.",JERRY,28,3
76,"This is an emergency, what's taking so long? (the door buzzer buzzes) Wait a second, maybe that's them. (presses button) Hello?",JERRY,28,3
77,"Come on up. Okay, they're here.",JERRY,28,3
78,"Ya know, I gotta tell you, he's a pretty good-looking guy.",JERRY,28,3
79,"Those eyebrows could use a trimming, you ever mention that to him?",JERRY,28,3
80,"Hey, look at this, c'mon, running wild there.",JERRY,28,3
81,"Yeah, that's true.",JERRY,28,3
82,Yeah? Does he wear slippers? I bet he wears slippers.,JERRY,28,3
83,I could tell.,JERRY,28,3
84,Blue Escort? That's my rent-a-car!,JERRY,28,3
85,What happened to the car?,JERRY,28,3
86,We don't know!,JERRY,28,3
87,So how'd you hit the car?,JERRY,28,3
88,"It's not even my car, it's a rental.",JERRY,28,3
89,Can I get anybody anything?,JERRY,28,3
90,"Interestingly enough, no, inasmuch as it is my paper.",JERRY,28,3
91,"(reading) Owen March, prominent author and essayist suffered a stroke yesterday in the upper West Side apartment of a friend.",JERRY,28,3
92,(continuing) The extent of the damage would have been far less severe had paramedics been able to reach him sooner.,JERRY,28,3
93,(finishing) The commotion also delayed production of a Woody Allen movie that was shooting up the block. A spokeswoman for the legendary filmmaker said that Mr. Allen was extremely agitated and wondered if his days of shooting movies in New York were over.,JERRY,28,3
94,Can he communicate?,JERRY,28,3
95,"Alright, she's free. (Steps up to the counter) Hi, I called before, uh, my car got smashed.",JERRY,28,3
96,What community? There's a community?,JERRY,28,3
97,"All these years I'm living in a community, I had no idea.",JERRY,28,3
98,"Hmm, well, I got the insurance and everything so...",JERRY,28,3
99,"That is right, somebody else was driving.",JERRY,28,3
100,"Uh huh, what's that?",JERRY,28,3
101,Other drivers?,JERRY,28,3
102,"Your whole business is based on other drivers. It's a rented car. That's who's driving it, other drivers. Doesn't my credit card cover me or something?",JERRY,28,3
103,"Well I got a hundred cards, here, pick a card, take a card, any card you want, go ahead, whichever one, I don't care.",JERRY,28,3
104,"Did you see the size of that document? It's like the Declaration of Independence, who's gonna read that?",JERRY,28,3
105,These pretzels are making me thirsty.,JERRY,28,3
106,An overdose of odor? Good question.,JERRY,28,3
107,Ahh.,JERRY,28,3
108,Let me get that.,JERRY,28,3
109,Please.,JERRY,28,3
110,"(sarcastically) Yeah, a cup of coffee should cover it.",JERRY,28,3
111,What are you doing here?,JERRY,28,3
112,"Aw, wait a--. Oh. Oh, for crying out loud.",JERRY,28,3
0,Was the alarm on?,GEORGE,28,3
1,"I don't understand, how do these thieves start the car?",GEORGE,28,3
2,Cross the wires? I can't even make a pot of spaghetti.,GEORGE,28,3
3,Maybe you should call your car phone.,GEORGE,28,3
4,"Wait a minute, call the car phone, see what happens.",GEORGE,28,3
5,"Yeah, go ahead, call.",GEORGE,28,3
6,Who's Sid?,GEORGE,28,3
7,What do you mean?,GEORGE,28,3
8,"What, do you pay him for that?",GEORGE,28,3
9,How many people does he do that for?,GEORGE,28,3
10,Could anybody do that?,GEORGE,28,3
11,You are?,GEORGE,28,3
12,How'd you get that?,GEORGE,28,3
13,Right out of the clear blue sky?,GEORGE,28,3
14,"Well, why didn't they ask me?",GEORGE,28,3
15,"Sid, who's gonna move the cars while you're away?",GEORGE,28,3
16,Maybe I could move them until you get back.,GEORGE,28,3
